地点番号,地点名,国名,緯度,経度,日平均気温,日最高気温,日最低気温,日降水量
24826,DOROZHNYJ,ロシア,61.62,114.62,-15.8,-14.0,,3.0
24843,TONGULAH,ロシア,61.92,124.55,-26.2,-21.3,,4.0
24856,ポクロフスク,ロシア,61.48,129.15,-40.9,-38.0,,0.6
24871,OHOTSKIJPEREVOZ,ロシア,61.87,135.50,-42.7,-42.3,-44.3,0.0
24894,KOLYMSKAYA,ロシア,61.85,147.67,-36.5,-31.5,-40.3,0.0
24898,UST'-OMCHUG,ロシア,61.12,149.63,-35.4,-26.7,-43.9,0.0
24908,バナバラ,ロシア,60.33,102.28,-20.3,-15.8,,0.2
24918,PREOBRAZHENKA,ロシア,60.05,108.08,-16.3,-15.7,,1.4
24923,レンスク,ロシア,60.72,114.88,-17.8,-17.1,,3.0
24928,KOMAKA,ロシア,60.27,111.73,-16.3,-15.3,,5.0
24933,KILEER,ロシア,60.95,119.30,-17.2,-15.9,,1.7
24944,オリョクミンスク,ロシア,60.40,120.42,-17.2,,,4.0
24951,ISIT',ロシア,60.82,125.32,-21.6,-16.8,,1.5
24959,ヤクーツク,ロシア,62.02,129.72,-41.1,-40.4,,0.6
24962,アムガ,ロシア,60.90,131.98,-34.2,-29.4,,1.0
24966,ウスチマヤ,ロシア,60.38,134.45,-37.7,-34.8,-40.8,0.0
24967,TEGYULTYA,ロシア,60.47,130.00,-28.0,-25.2,,1.1
24982,UEGA,ロシア,60.72,142.78,-26.0,-24.7,-26.0,0.0
24988,ARKA,ロシア,60.08,142.33,-28.0,-25.7,-25.8,0.0
25017,ANDRYUSHKINO,ロシア,69.17,154.50,-33.1,-27.6,-38.0,0.2
25034,アンバルチク,ロシア,69.62,162.30,-28.5,-23.5,-32.7,0.0
25042,AJON,ロシア,69.92,167.97,-22.7,-21.0,-28.1,0.0
25044,RAUCHUA,ロシア,69.50,166.58,-27.3,-20.1,-32.3,0.0
25051,PEVEK,ロシア,69.70,170.25,-25.0,-21.1,-30.2,0.3
25062,ベリングス,ロシア,69.88,175.77,-27.2,-21.1,-32.4,0.0
25121,KOLYMSKAYA,ロシア,68.73,158.72,-29.3,-27.2,-33.9,0.0
25123,チェルスキー,ロシア,68.75,161.28,-30.1,-26.1,-33.0,0.5
25129,KONSTANTINOVSKAYA,ロシア,68.15,161.17,-36.9,-32.7,-40.6,0.0
25138,オストロフノエ,ロシア,68.12,164.17,-35.4,-31.0,-38.4,1.0
25147,BILIBINO,ロシア,68.05,166.45,-35.5,-31.3,-38.2,0.0
25151,CHAUN,ロシア,68.88,170.78,-29.7,-19.8,-34.6,0.0
25206,スレドネコリムスク,ロシア,67.45,153.72,-39.1,-36.7,-40.3,0.0
25248,イリルネイ,ロシア,67.25,167.97,-33.6,-30.5,-36.3,0.0
25282,バンカレム,ロシア,67.83,-175.83,,-25.2,,0.0
25335,BAIMKA,ロシア,66.53,164.28,-41.6,-38.5,-43.5,0.0
25378,エグベキノト,ロシア,66.35,-179.12,-26.7,-24.5,-29.2,0.0
25399,ウエレン,ロシア,66.15,-169.83,-23.9,-20.4,-27.7,0.0
25400,ズイリャンカ,ロシア,65.73,150.90,-39.3,-40.3,-41.6,0.0
25428,オモロン,ロシア,65.23,160.53,-40.6,-38.0,-41.8,0.0
25469,KANCHALAN,ロシア,65.18,176.77,-33.9,-28.5,-36.0,0.0
25503,コルコドン,ロシア,64.75,153.97,-40.2,-37.5,-42.8,0.0
25551,マルコボ,ロシア,64.68,170.42,-38.0,-31.6,-40.8,0.0
25563,アナディリ,ロシア,64.78,177.57,-28.4,-26.5,-32.7,0.0
25627,LABAZNAYA,ロシア,63.30,158.50,-42.0,-41.2,-43.0,0.0
25648,SLAUTNOE,ロシア,63.20,167.85,-39.0,-35.0,-41.5,0.0
25700,EL'GEN(SOVHOZ),ロシア,62.80,150.67,-44.5,-37.8,-47.5,0.0
25703,セイムチャン,ロシア,62.92,152.42,-44.4,-38.0,-45.9,0.0
25705,SREDNIKAN,ロシア,62.45,152.32,-38.9,-37.4,-40.7,0.0
25707,BOHAPCHA,ロシア,62.08,150.67,-31.1,-27.2,-35.6,0.2
25715,OMSUKCHAN,ロシア,62.52,155.80,-42.4,-39.6,-43.1,0.0
25745,カメンスコエ,ロシア,62.47,166.20,-34.2,-32.6,-35.4,0.0
25808,TALAYA,ロシア,61.13,152.38,-42.6,-34.3,-44.9,0.0
25820,EVENSK,ロシア,61.92,159.22,-18.6,-17.6,-19.2,0.0
25904,MADAUN,ロシア,60.60,150.70,-38.2,-28.5,-43.1,0.0
25913,マガダン,ロシア,59.55,150.78,-19.3,-18.0,-20.4,0.0
25916,ALEVINA(MYS),ロシア,58.83,151.35,-13.9,-11.1,-15.8,0.0
25919,BRAT'EV(MYS),ロシア,59.10,153.33,-15.2,-14.6,-15.8,0.0
25922,SHELIHOVA,ロシア,60.72,155.88,-15.1,-14.6,-15.2,0.0
25927,BROHOVO,ロシア,59.65,154.27,-23.9,-23.7,-25.7,0.0
25956,APUKA,ロシア,60.43,169.67,-18.0,-17.5,-19.1,0.0
26029,PAKRI,エストニア,59.38,24.03,-2.2,-1.6,-2.8,
26038,タリン,エストニア,59.38,24.60,-3.0,-2.3,-3.9,0.0
26045,クンダ,エストニア,59.52,26.53,-2.9,-2.1,-3.9,
26046,ユフビ,エストニア,59.32,27.38,-4.5,-3.3,-7.6,
26058,ナルバ,エストニア,59.45,28.03,-4.5,-2.8,-9.2,
26059,キンギセプ,ロシア,59.37,28.60,-4.2,-3.9,-4.1,0.0
26063,サンクトペテルブルク,ロシア,59.97,30.30,-4.9,-3.7,-3.8,0.7
26069,BELOGORKA,ロシア,59.35,30.13,-5.8,-5.0,-6.3,0.2
26072,SHLISSEL'BURG,ロシア,59.93,31.00,-6.1,-4.9,-5.0,0.5
26078,LJUBAN',ロシア,59.35,31.23,-5.6,-5.0,-5.1,0.2
26080,KIRISHI,ロシア,59.45,32.03,-5.8,-5.0,-5.4,0.0
26094,ティフビン,ロシア,59.65,33.55,-8.4,-6.5,-6.5,0.0
26099,EFIMOVSKAJA,ロシア,59.50,34.70,-10.3,-7.9,-7.9,0.4
26115,リストナ,エストニア,58.92,22.05,-1.7,-1.1,-3.1,
26124,ニグラ,エストニア,58.95,23.80,-3.0,-2.2,-5.5,
26128,ビルツ,エストニア,58.57,23.50,-2.1,-1.8,-4.2,
26134,クージク,エストニア,58.97,24.73,-3.4,-2.7,-5.2,
26135,テュリ,エストニア,58.80,25.40,-3.6,-2.9,-5.8,
26141,ビャイケマーリヤ,エストニア,59.13,26.22,-4.5,-3.6,-6.0,
26144,ユゲバ,エストニア,58.73,26.40,-4.2,-3.1,-6.4,
26145,TILRIKOJA,エストニア,58.85,26.95,-3.8,-2.6,-6.0,
26157,グドフ,ロシア,58.73,27.83,-4.6,-3.8,-3.9,0.0
26167,NIKOLAEVSKOE,ロシア,58.57,29.80,-5.3,-4.6,-4.6,0.0
26179,ノブゴロド,ロシア,58.52,31.25,-5.9,-6.0,-7.4,0.0
26214,ビルサンディ,エストニア,58.37,21.80,-1.0,-0.2,-2.5,
26218,SORVE,エストニア,57.90,22.05,0.8,1.7,-1.1,
26226,キフヌ,エストニア,58.08,23.97,-1.5,-0.9,-3.5,
26227,RUHNU,エストニア,57.78,23.25,0.1,1.0,-1.3,
26229,アイナジ,ラトビア,57.87,24.35,-2.0,-1.5,-1.9,0.0
26231,PARNU-SAUGA,エストニア,58.42,24.47,-2.8,-2.0,-3.7,0.0
26233,ビリヤンディ,エストニア,58.37,25.60,-3.7,-3.2,-6.4,
26238,ルイエナ,ラトビア,57.88,25.37,-3.0,-2.6,,0.0
26242,タルトゥ,エストニア,58.25,26.45,-3.9,-3.2,-5.9,0.0
26247,バルガ,エストニア,57.78,26.03,-3.5,-2.7,-5.1,
26249,ブル,エストニア,57.83,27.02,-4.1,-3.2,-5.8,
26258,プスコフ,ロシア,57.82,28.33,-4.2,-3.8,-3.8,0.0
26268,ドノ,ロシア,57.82,29.95,-5.1,-4.7,-4.7,0.0
26275,スタラヤルーサ,ロシア,58.02,31.32,-4.8,-4.7,-5.5,0.0
26285,クレストシー,ロシア,58.27,32.53,-6.0,-5.2,-7.4,0.0
26291,ボロビチ,ロシア,58.42,33.90,-6.9,-5.9,-7.7,0.0
26298,ボロゴエ,ロシア,57.88,34.03,-7.2,-6.5,-7.3,0.0
26313,クアルカ,ラトビア,57.73,22.58,0.6,1.0,0.7,0.3
26314,ベンツピルス,ラトビア,57.38,21.53,-0.3,0.2,-0.7,1.5
26318,STENDE,ラトビア,57.18,22.55,-1.0,-0.3,-1.6,0.6
26324,メルスラグス,ラトビア,57.33,23.10,0.3,0.5,0.1,0.4
26326,スクルテ,ラトビア,57.30,24.40,-1.8,-1.3,-1.9,0.0
26335,PRIEKULI,ラトビア,57.30,25.33,-2.8,-2.4,-2.9,0.0
26339,ZOSENI,ラトビア,57.13,25.90,-3.6,-3.2,-3.7,0.0
26346,アルークスネ,ラトビア,57.43,27.03,-4.6,-4.1,-4.4,0.0
26348,グルベネ,ラトビア,57.12,26.72,-3.9,,,0.2
26359,PUSKINSKIEGORY,ロシア,57.02,28.90,-4.0,-3.1,-4.3,0.0
26378,ホルム,ロシア,57.15,31.18,-3.6,-2.9,-3.7,0.0
26381,ジェミャンスク,ロシア,57.65,32.47,-4.4,-4.1,-4.7,0.0
26389,オスタシコフ,ロシア,57.12,33.10,-6.0,-5.7,-5.9,0.3
26393,ブイシニーボロチョク,ロシア,57.53,34.55,-7.0,-6.6,-7.5,0.0
26403,パビロスタ,ラトビア,56.88,21.18,-0.4,-0.5,-0.5,2.5
26406,リエパヤ,ラトビア,56.47,21.02,-0.2,0.1,0.1,1.4
26416,サルドゥス,ラトビア,56.67,22.50,-1.6,-1.5,-2.2,1.2
26422,リガ,ラトビア,56.95,24.10,-1.1,-0.5,-1.3,1.0
26424,ドゥアベレ,ラトビア,56.62,23.32,-1.7,-1.4,-2.0,1.9
26425,エルガバ,ラトビア,56.67,23.73,-1.5,-1.3,-2.0,1.5
26429,バウスカ,ラトビア,56.40,24.17,-1.6,-1.3,-2.0,1.4
26435,スクリベリ,ラトビア,56.63,25.12,-2.1,-1.5,-2.3,1.0
26436,ZILANI,ラトビア,56.52,25.92,-2.8,-2.5,,0.5
26447,MADONA,ラトビア,56.83,26.23,,-2.9,,0.0
26456,OPOCHKA,ロシア,56.72,28.72,-3.7,-2.8,-3.9,0.2
26477,ベリキエルーキ,ロシア,56.35,30.62,-3.2,-2.5,-3.6,1.0
26479,TOROPEC,ロシア,56.48,31.63,-4.1,-3.6,-4.5,0.8
26499,スタリツァ,ロシア,56.48,34.92,-5.8,-5.3,-5.9,0.2
26501,MAZEIKIAI,リトアニア,56.35,22.32,-1.2,-1.3,-1.6,4.1
26503,RUCAVA,ラトビア,56.15,21.17,-0.2,0.3,0.2,0.8
26509,クライペダ,リトアニア,55.72,21.08,0.5,1.3,0.4,1.0
26515,テルシャイ,リトアニア,55.98,22.25,-1.3,-1.2,-1.2,5.3
26518,ラウクバ,リトアニア,55.60,22.23,-1.0,-0.4,-0.5,2.2
26524,シャウリャイ,リトアニア,55.93,23.32,-1.4,-1.4,-1.7,6.0
26529,パネベジース,リトアニア,55.73,24.42,-1.4,-1.0,-1.5,0.1
26531,ビルジャイ,リトアニア,56.18,24.77,-1.7,-1.4,-1.8,4.0
26544,ダウガフピルス,ラトビア,55.93,26.65,-2.3,-2.2,-2.2,0.8
26547,ドゥクシュタス,リトアニア,55.52,26.30,-2.5,-2.2,-2.5,8.0
26554,ドリッサ,ベラルーシ,55.82,27.93,-2.4,-1.9,-2.9,3.0
26578,VELIZH,ロシア,55.62,31.18,-2.6,-2.0,-3.0,0.9
26585,ベルイ,ロシア,55.83,32.93,-4.0,-3.2,-4.5,0.2
26600,シルテ,リトアニア,55.35,21.43,0.5,1.1,0.3,2.1
26621,ラセイニャイ,リトアニア,55.38,23.12,-1.0,-0.6,-0.7,6.3
26629,カウナス,リトアニア,54.88,23.83,-0.4,0.0,0.0,6.0
26633,ウテナ,リトアニア,55.50,25.58,-1.7,-1.5,-1.7,10.0
26634,ウクメルゲ,リトアニア,55.25,24.75,-1.6,-1.3,-1.7,10.0
26636,SVENCIONYS,リトアニア,55.12,26.17,-2.6,-1.8,-2.8,8.0
26643,SHARCOVSCHINA,ベラルーシ,55.35,27.45,-2.0,-1.7,-2.8,7.8
26645,ルイントゥプイ,ベラルーシ,55.03,26.30,-2.3,-2.3,-2.6,10.0
26653,ポラツク,ベラルーシ,55.47,28.75,-1.9,-1.2,-2.8,4.0
26657,ドクシツィ,ベラルーシ,54.88,27.75,-2.6,-2.3,-2.9,14.0
26659,LEPEL,ベラルーシ,54.87,28.70,-1.8,-1.3,-2.4,8.0
26666,ビツェプスク,ベラルーシ,55.25,30.23,-2.1,-1.4,-2.5,5.0
26668,セノ,ベラルーシ,54.80,29.68,-1.5,-1.0,-2.1,7.0
26695,ビヤジマ,ロシア,55.17,34.40,-2.8,-1.2,-4.2,1.1
26713,キーバルタイ,リトアニア,54.63,22.78,,,-0.4,0.0
26714,MARIJAMPOLE,リトアニア,54.52,23.35,0.1,0.4,-0.2,1.3
26729,ALYTUS,リトアニア,54.40,24.05,0.0,0.2,0.1,5.5
26730,ビリニュス,リトアニア,54.62,25.10,-1.4,-1.0,-1.5,9.0
26737,VARENA,リトアニア,54.23,24.55,-0.2,0.2,-0.1,6.0
26759,BORISOV,ベラルーシ,54.25,28.48,-1.7,-1.2,-2.1,15.0
26763,オルシャ,ベラルーシ,54.50,30.43,-1.0,-0.4,-1.6,8.0
26774,GORKI,ベラルーシ,54.30,30.93,-0.6,-0.1,-1.5,5.0
26781,スモレンスク,ロシア,54.75,32.07,-1.7,-1.1,-2.6,2.7
26784,POCHINOK,ロシア,54.42,32.43,-0.9,-0.6,-1.7,2.9
26795,スパシデメンスク,ロシア,54.42,34.02,-1.2,-1.0,-2.4,0.7
26825,フロドゥナ,ベラルーシ,53.60,24.05,0.3,0.9,-0.4,0.0
26832,リダ,ベラルーシ,53.90,25.32,-0.6,-0.2,-0.6,8.0
26850,ミンスク,ベラルーシ,53.92,27.63,-1.8,-1.4,-1.8,13.0
26853,ベレジノ,ベラルーシ,53.82,28.98,-1.1,-0.6,-1.3,15.0
26855,マリナゴルカ,ベラルーシ,53.48,28.13,-1.7,-1.2,-1.7,18.0
26864,KLICHEV,ベラルーシ,53.48,29.30,-1.1,-1.1,-1.1,12.0
26878,SLAVGOROD,ベラルーシ,53.45,31.00,-0.1,0.3,-0.3,14.0
26882,ロスラブリ,ロシア,53.93,32.83,0.0,0.4,-0.8,2.6
26887,コムナルイ,ベラルーシ,53.35,32.07,0.6,1.0,0.1,11.0
26894,ZUKOVKA,ロシア,53.53,33.75,0.8,1.5,0.1,3.4
26898,ブリャンスク,ロシア,53.25,34.32,0.6,1.0,0.3,4.9
26941,BARANOVICHI,ベラルーシ,53.12,25.97,-0.8,-0.3,-0.9,8.0
26951,スルツク,ベラルーシ,53.05,27.55,-1.0,-0.7,-1.2,11.0
26961,バブルイスク,ベラルーシ,53.20,29.12,-1.3,-1.1,-1.1,24.0
26966,ジロビン,ベラルーシ,52.88,30.03,-0.6,-0.4,-0.4,17.0
26976,KRASNAJAGORA,ロシア,53.02,31.60,0.2,0.6,-0.1,12.0
26997,ツルブチェフスク,ロシア,52.58,33.77,0.8,1.2,0.8,7.0
27008,BABAEVO,ロシア,59.40,35.90,-7.9,-7.9,-7.9,1.1
27037,ボログダ,ロシア,59.32,39.92,-14.7,-10.3,-11.5,0.2
27051,トチマ,ロシア,59.97,42.77,-17.9,-16.4,-18.3,0.2
27066,ニコリスク,ロシア,59.53,45.45,-16.6,-16.1,-18.9,0.9
27083,オパリノ,ロシア,59.85,48.28,-13.6,-10.8,-18.8,1.3
27106,USTYUZHNA,ロシア,58.85,36.43,-8.2,-8.1,-8.4,0.5
27108,OHONY,ロシア,58.57,35.63,-8.3,-7.3,-8.7,0.0
27113,チェレポベツ,ロシア,59.27,38.02,-12.1,-9.4,-10.5,0.0
27164,KOLOGRIV,ロシア,58.82,44.32,-13.0,-11.8,-14.8,1.9
27176,VOHMA,ロシア,58.93,46.77,-11.9,-9.9,-16.5,2.0
27199,キーロフ,ロシア,58.57,49.57,-9.9,-9.6,-11.5,2.8
27208,MAKSATIKHA,ロシア,57.80,35.90,-8.0,-7.6,-9.3,0.0
27215,KRASNYJHOLM,ロシア,58.03,37.10,-9.7,-8.6,-10.0,0.0
27223,POSHEHON'E,ロシア,58.48,39.13,-10.9,,,0.0
27225,ルイビンスク,ロシア,58.10,38.68,-9.8,-9.0,-10.6,0.7
27242,ブイ,ロシア,58.48,41.53,-10.8,-9.7,-12.8,0.6
27252,NIKOLO-POLOMA,ロシア,58.35,43.38,-12.0,-10.6,-13.1,3.0
27271,シャリヤ,ロシア,58.37,45.53,-11.0,-8.8,-15.8,3.0
27277,ベツルガ,ロシア,57.85,45.77,-9.5,-8.6,-12.9,4.0
27283,コテリニチ,ロシア,58.30,48.35,-9.8,-9.2,-15.5,2.0
27296,KUMENY,ロシア,58.10,49.92,-10.0,-9.0,-11.8,1.2
27316,カシン,ロシア,57.33,37.57,-7.7,-6.9,-7.2,0.0
27321,ウグリチェ,ロシア,57.50,38.30,-8.0,-6.9,-7.9,0.8
27329,ロストフ,ロシア,57.20,39.42,-7.8,-7.6,-8.0,1.0
27333,コストロマ,ロシア,57.73,40.78,-9.7,-9.1,-11.4,1.2
27347,イワノボ,ロシア,56.95,40.97,-8.0,-7.1,-8.7,2.7
27355,JUR'EVEC,ロシア,57.33,43.12,-9.2,-8.1,-10.9,4.0
27369,KRASNYEBAKI,ロシア,57.13,45.17,-8.1,-7.5,-10.3,3.0
27373,SAKUN'JA,ロシア,57.67,46.63,-9.4,-8.9,-10.9,2.8
27393,ノリンスク,ロシア,57.55,49.95,-9.7,-8.3,-11.8,0.9
27402,トベリ,ロシア,56.88,35.87,-6.1,-5.6,-6.0,0.2
27417,クリン,ロシア,56.35,36.75,-5.9,-5.1,-6.1,0.0
27453,GORODEC,ロシア,56.68,43.43,-6.4,-5.2,-8.5,1.7
27459,ニジニーノブゴロド,ロシア,56.27,44.00,-6.3,-5.8,-7.2,2.8
27479,コジモジェミヤンスク,ロシア,56.33,46.58,-7.7,-6.3,-9.4,1.0
27485,JOSKAR-OLA,ロシア,56.63,47.77,-8.6,-7.0,-11.2,0.9
27491,NOVYJTOR'JAL,ロシア,57.00,48.73,-8.9,-7.4,-11.3,0.8
27507,ガガーリン,ロシア,55.52,35.03,-3.5,-2.5,-4.5,0.3
27511,NOVO-JERUSALIM,ロシア,55.90,36.82,-4.3,-2.8,-5.1,0.0
27523,パブロフスキーポサド,ロシア,55.77,38.68,-4.9,-3.5,-6.3,0.9
27532,ウラジミール,ロシア,56.12,40.35,-6.0,-5.1,-7.6,1.4
27539,グシフルスタリヌイ,ロシア,55.60,40.65,-4.0,-3.0,-6.3,3.0
27577,セルガチ,ロシア,55.53,45.50,-5.5,-3.8,-7.3,2.4
27593,ARSK,ロシア,56.08,49.85,-8.9,-7.0,-12.0,3.0
27595,カザニ,ロシア,55.73,49.20,-8.4,-6.4,-11.8,1.5
27606,マロヤロスラベツ,ロシア,55.02,36.48,-3.3,-1.9,-4.8,0.5
27611,ナロフォミンスク,ロシア,55.38,36.70,-3.7,-2.4,-5.6,0.5
27612,モスクワ,ロシア,55.83,37.62,-4.2,-2.7,-5.4,0.4
27627,KASIRA,ロシア,54.83,38.15,-3.2,-2.4,-5.1,1.3
27643,ブイクサ,ロシア,55.33,42.12,-3.0,-1.6,-5.4,3.2
27648,ELAT'MA,ロシア,54.95,41.77,-2.5,-0.7,-5.1,2.2
27653,アルザマス,ロシア,55.37,43.78,-4.1,-2.3,-6.6,2.2
27665,LUKOJANOV,ロシア,55.03,44.50,-4.6,-2.2,-7.7,2.7
27675,PORETSKOE,ロシア,55.18,46.33,-6.1,-3.8,-8.8,2.6
27679,アラトゥイリ,ロシア,54.82,46.58,-6.5,-4.0,-9.9,1.0
27697,TETJUSI,ロシア,54.93,48.78,-8.2,-6.6,-12.5,0.6
27707,スヒニチ,ロシア,54.10,35.35,-0.9,-0.3,-2.0,1.0
27719,トゥーラ,ロシア,54.23,37.62,-1.0,-0.4,-3.5,1.5
27730,リャザニ,ロシア,54.63,39.70,-1.1,0.1,-4.2,1.3
27745,サソボ,ロシア,54.37,41.93,-0.9,1.0,-4.2,2.7
27752,チェムニコフ,ロシア,54.63,43.23,-2.9,-0.4,-6.3,4.0
27756,KRASNOSLOBODSK,ロシア,54.43,43.77,-3.2,-0.6,-7.1,3.3
27760,サランスク,ロシア,54.13,45.25,-3.8,-1.3,-7.8,3.2
27776,スルスコエ,ロシア,54.48,46.70,-6.3,-3.4,-8.6,2.0
27785,UL'YANOVSK(BARATAEVKA),ロシア,54.32,48.33,-7.4,-5.1,-11.8,0.5
27799,ディミトロフグラード,ロシア,54.23,49.60,-8.4,-6.7,-11.4,1.2
27817,ムツェンスク,ロシア,53.38,36.53,0.7,1.2,-0.2,2.6
27821,ウズロバヤ,ロシア,54.00,38.13,-0.6,-0.1,-3.3,2.4
27823,PAVELEC,ロシア,53.78,39.25,-0.1,0.7,-3.2,2.0
27835,リャジスク,ロシア,53.72,40.12,0.5,1.4,-2.4,2.8
27848,モルシャンスク,ロシア,53.45,41.80,0.5,1.2,-3.0,4.2
27857,ZAMETCHINO,ロシア,53.48,42.63,0.2,1.5,-4.9,4.0
27858,PACHELMA,ロシア,53.33,43.32,-0.9,0.3,-6.2,6.0
27872,INZA,ロシア,53.85,46.42,-5.7,-3.5,-8.9,2.2
27894,NOVODEVIC'E,ロシア,53.60,48.83,-8.1,-6.4,-12.0,2.2
27906,オリョール,ロシア,52.93,36.00,1.0,1.3,0.4,3.0
27921,EFREMOV,ロシア,53.15,38.12,0.3,0.7,-1.1,2.0
27928,ELEC,ロシア,52.63,38.52,0.6,1.3,0.1,6.0
27930,リペツク,ロシア,52.70,39.52,0.6,1.0,0.0,4.0
27935,ミチュリンスク,ロシア,52.88,40.48,0.8,1.4,-0.5,4.6
27947,タンボフ,ロシア,52.80,41.33,1.0,1.7,-0.9,6.0
27955,BELINSKIJ,ロシア,52.97,43.40,-0.5,0.3,-5.3,7.0
27957,キルサノフ,ロシア,52.67,42.72,0.6,1.2,-2.1,6.0
27962,ペンザ,ロシア,53.12,45.02,-3.2,-1.2,-8.6,8.0
27972,RADISHCHEVO,ロシア,53.05,46.43,-4.6,-2.7,-10.1,3.0
27981,KANADEJ,ロシア,53.15,47.52,-6.7,-4.4,-10.9,2.4
27983,シズラニ,ロシア,53.18,48.40,-7.7,-5.9,-11.7,3.3
27995,サマーラ（ベゼンチューク）,ロシア,52.98,49.43,-7.4,-5.8,-10.8,2.0
28009,キルス,ロシア,59.35,52.25,-9.7,-9.5,,2.0
28044,セロフ,ロシア,59.60,60.53,-18.0,-16.7,,1.0
28049,ガリ,ロシア,59.43,62.33,-17.1,-16.0,,2.0
28064,LEUSI,ロシア,59.63,65.72,-16.0,-15.3,,6.0
28076,デミヤンスコエ,ロシア,59.60,69.28,-16.4,-14.3,,1.4
28097,TAUROVO,ロシア,59.58,73.28,-24.3,-20.9,,0.0
28116,クディムカル,ロシア,59.02,54.65,-10.0,-9.3,,1.3
28138,ビセル,ロシア,58.52,58.85,-16.4,-14.9,,1.7
28144,ベルホトゥリエ,ロシア,58.87,60.78,-16.1,-15.0,,2.3
28165,KUMINSKAYA,ロシア,58.72,66.08,-16.3,-14.9,,0.3
28214,グラゾフ,ロシア,58.13,52.58,-9.6,-8.4,,1.4
28224,ペルミ,ロシア,58.00,56.67,-9.2,-9.0,,1.3
28240,ニジニータギル,ロシア,57.88,60.07,-13.5,-11.3,,0.3
28275,トボリスク,ロシア,58.15,68.25,-16.2,-13.1,,0.0
28319,ノソフカ,ロシア,57.08,54.75,-9.4,-9.4,,1.3
28321,OHANSK,ロシア,57.72,55.38,-9.3,-8.6,,0.6
28334,SAMARY,ロシア,57.35,58.22,-7.8,-6.7,,0.3
28366,YARKOVO,ロシア,57.42,67.08,-16.0,-12.9,,0.0
28367,チュメニ,ロシア,57.12,65.43,-17.7,-14.0,,0.0
28382,ウスチイシム,ロシア,57.68,71.18,-22.1,-17.0,,0.0
28411,イジェフスク,ロシア,56.83,53.45,-9.6,-9.2,,0.8
28418,サラプル,ロシア,56.47,53.73,-8.9,-8.4,,0.9
28434,クラスノウフィムスク,ロシア,56.65,57.78,-8.4,-7.3,,0.0
28440,エカテリンブルク,ロシア,56.83,60.63,-15.2,-12.3,,0.3
28465,YALTUROVOSK,ロシア,56.68,66.35,-18.0,-15.6,,0.0
28481,VIKULOVO,ロシア,56.82,70.62,-22.2,-17.9,,0.0
28491,BOL'SIEUKI,ロシア,56.93,72.67,-24.7,-19.1,,0.0
28493,タラ,ロシア,56.90,74.38,-25.4,-22.4,,0.0
28502,ビャツキエポリャヌイ,ロシア,56.23,51.03,-8.3,-6.8,,1.0
28506,エラブガ,ロシア,55.75,52.03,-8.2,-6.7,,0.0
28517,メンゼリンスク,ロシア,55.72,53.07,-8.7,-7.8,,0.9
28522,アスキノ,ロシア,56.10,56.57,-8.5,-8.7,,0.2
28541,ベルフニーウファレイ,ロシア,56.08,60.30,-15.3,-8.2,,0.0
28552,シャドリンスク,ロシア,56.07,63.65,-17.3,-13.5,,0.0
28573,イシム,ロシア,56.10,69.43,-23.0,-20.0,,0.0
28593,BOL'SHERECH'E,ロシア,56.10,74.63,-26.6,-24.5,,0.0
28612,MUSLJUMOVO,ロシア,55.30,53.18,-8.4,-7.6,,1.0
28621,ビルスク,ロシア,55.40,55.55,-9.5,-8.9,,0.5
28645,チェリャビンスク,ロシア,55.15,61.30,-17.3,-13.7,,0.0
28661,クルガン,ロシア,55.45,65.42,-18.7,-16.2,,0.0
28666,MAKUSINO,ロシア,55.25,67.30,-22.1,-18.1,,0.0
28676,PETROPAVLOVSK,カザフスタン,54.78,69.12,-24.6,-21.1,-30.4,
28698,オムスク,ロシア,55.02,73.38,-25.5,,-21.3,0.0
28704,CULPANOVO,ロシア,54.48,50.40,-8.3,-6.9,,0.5
28705,CELNO-VERSINY,ロシア,54.42,51.10,-8.7,-7.5,,0.0
28711,ブグリマ,ロシア,54.62,52.80,-10.1,-9.1,,1.0
28719,AKSAKOVO,ロシア,54.02,54.13,-11.4,-10.6,,0.0
28722,ウファ,ロシア,54.70,55.80,-8.8,-7.8,,0.2
28748,トロイツク,ロシア,54.08,61.62,-19.9,-13.8,,0.0
28766,BLAGOVESHCHENKA,カザフスタン,54.37,66.97,-25.3,-20.5,-30.3,
28786,ポルタフカ,ロシア,54.37,71.75,-26.2,-24.0,,0.0
28797,オデッスコエ,ロシア,54.20,72.97,-27.2,-24.5,,0.0
28799,チェルラク,ロシア,54.17,74.80,-27.7,-24.9,,0.0
28806,ブグルスラン,ロシア,53.62,52.45,-9.1,-8.2,,1.3
28825,ステルリタマク,ロシア,53.60,55.93,-9.3,-7.9,,0.0
28838,マグニトゴルスク,ロシア,53.35,59.08,-20.9,-17.4,,0.0
28867,ウリツキー,カザフスタン,53.32,65.55,-23.3,-21.0,-28.5,
28879,コッシェタウ,カザフスタン,53.28,69.38,-23.6,-19.3,-30.4,
28900,サマーラ,ロシア,53.25,50.22,-8.7,-7.8,,1.1
28908,AVANGARDZERNOSOVHOZ,ロシア,52.62,51.28,-8.5,-8.1,,1.1
28916,SARLYK,ロシア,52.93,54.75,-11.1,-10.4,,0.0
28952,コスタナイ,カザフスタン,53.22,63.62,-20.6,-17.4,-24.5,
28966,ルザエフカ,カザフスタン,52.82,66.97,-26.7,-21.9,-33.0,
